INCIDENT_TYPE,MONTH,YEAR,HUNDRED_BLOCK
Theft from Motor Vehicle,12,2014,12500 110TH AVE     
Theft from Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Fatal/Injury Collision,12,2014,12500 110TH AVE     
Theft from Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Theft from Motor Vehicle,12,2014,12500 110TH AVE     
Theft from Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Break and Enter - Business,12,2014,12500 72ND AVE     
Break and Enter - Business,12,2014,12500 60TH AVE     
Break and Enter - Business,12,2014,12500 60TH AVE     
Break and Enter - Business,12,2014,12500 72ND AVE     
Theft of Motor Vehicle,12,2014,12500 90A AVE     
Theft from Motor Vehicle,12,2014,12500 CRESCENT RD     
Theft from Motor Vehicle,12,2014,12500 CRESCENT RD     
Theft from Motor Vehicle,12,2014,12500 74A AVE     
Theft from Motor Vehicle,12,2014,12500 GROVE CRES     
Break and Enter - Business,12,2014,12500 72ND AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 99TH AVE     
Break and Enter - Business,12,2014,12600 66TH AVE     
Theft from Motor Vehicle,12,2014,12600 60TH AVE     
Break and Enter - Residence,12,2014,12600 17A AVE     
Theft of Motor Vehicle,12,2014,12600 113B AVE     
Theft from Motor Vehicle,12,2014,12600 68TH AVE     
Theft from Motor Vehicle,12,2014,12600 24A AVE     
Theft of Motor Vehicle,12,2014,12600 72ND AVE     
Theft of Motor Vehicle,12,2014,12600 88A AVE     
Theft of Motor Vehicle,12,2014,12600 90TH AVE     
Theft from Motor Vehicle,12,2014,12600 99TH AVE     
Break and Enter - Residence,12,2014,12600 72ND AVE     
Theft from Motor Vehicle,12,2014,12600 72ND AVE     
Break and Enter - Business,12,2014,12600 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,12600 100TH AVE     
Theft from Motor Vehicle,12,2014,12600 24A AVE     
Theft from Motor Vehicle,12,2014,12600 97TH AVE     
Shoplifting,12,2014,12700 110TH AVE     
Fatal/Injury Collision,12,2014,12700 110TH AVE     
Theft from Motor Vehicle,12,2014,12700 68TH AVE     
Theft from Motor Vehicle,12,2014,12700 24A AVE     
Theft from Motor Vehicle,12,2014,12700 DRUMMOND PL     
Fatal/Injury Collision,12,2014,12700 112B AVE     
Theft from Motor Vehicle,12,2014,12700 17A AVE     
Theft from Motor Vehicle,12,2014,12700 103RD AVE     
Theft from Motor Vehicle,12,2014,12700 78TH AVE     
Break and Enter - Residence,12,2014,12700 BECKETT RD     
Theft from Motor Vehicle,12,2014,12700 104TH AVE     
Fatal/Injury Collision,12,2014,12700 88TH AVE     
Break and Enter - Business,12,2014,12700 76A AVE     
Theft from Motor Vehicle,12,2014,12700 97A AVE     
Fatal/Injury Collision,12,2014,12800 85TH AVE     
Theft from Motor Vehicle,12,2014,12800 OLD YALE RD    
Theft from Motor Vehicle,12,2014,12800 CRESCENT RD     
Shoplifting,12,2014,12800 96TH AVE     
Shoplifting,12,2014,12800 96TH AVE     
Shoplifting,12,2014,12800 96TH AVE     
Shoplifting,12,2014,12800 16TH AVE     
Theft of Motor Vehicle,12,2014,12800 107A AVE     
Fatal/Injury Collision,12,2014,12800 72ND AVE     
Break and Enter - Business,12,2014,12800 72ND AVE     
Break and Enter - Business,12,2014,12800 16TH AVE     
Break and Enter - Business,12,2014,12800 85TH AVE     
Theft from Motor Vehicle,12,2014,12800 85TH AVE     
Theft from Motor Vehicle,12,2014,12800 85TH AVE     
Theft from Motor Vehicle,12,2014,12800 69A AVE     
Theft from Motor Vehicle,12,2014,12800 85TH AVE     
Theft from Motor Vehicle,12,2014,12900 93RD AVE     
Break and Enter - Residence,12,2014,12900 93RD AVE     
Break and Enter - Residence,12,2014,12900 93RD AVE     
Theft of Motor Vehicle,12,2014,12900 100TH AVE     
Theft of Motor Vehicle,12,2014,12900 107A AVE     
Theft from Motor Vehicle,12,2014,12900 74TH AVE     
Theft from Motor Vehicle,12,2014,12900 64TH AVE     
Break and Enter - Residence,12,2014,12900 72A AVE     
Theft of Motor Vehicle,12,2014,12900 58B AVE     
Theft of Motor Vehicle,12,2014,12900 80TH AVE     
Theft from Motor Vehicle,12,2014,12900 20TH AVE     
Theft from Motor Vehicle,12,2014,12900 73B AVE     
Theft of Motor Vehicle,12,2014,12900 84TH AVE     
Theft from Motor Vehicle,12,2014,12900 107A AVE     
Theft from Motor Vehicle,12,2014,12900 GLENGARRY CRES     
Theft of Motor Vehicle,12,2014,12900 58A AVE     
Theft from Motor Vehicle,12,2014,12900 GLENGARRY CRES     
Fatal/Injury Collision,12,2014,13000 61A AVE     
Theft of Motor Vehicle,12,2014,13000 107A AVE     
Theft from Motor Vehicle,12,2014,13000 80TH AVE     
Break and Enter - Business,12,2014,13000 80TH AVE     
Theft from Motor Vehicle,12,2014,13000 76TH AVE     
Theft from Motor Vehicle,12,2014,13000 76TH AVE     
Theft of Motor Vehicle,12,2014,13000 112TH AVE     
Theft from Motor Vehicle,12,2014,13000 95TH AVE     
Break and Enter - Residence,12,2014,13100 106A AVE     
Theft from Motor Vehicle,12,2014,13100 100A AVE     
Break and Enter - Business,12,2014,13100 84TH AVE     
Break and Enter - Business,12,2014,13100 80TH AVE     
Theft from Motor Vehicle,12,2014,13100 66A AVE     
Theft from Motor Vehicle,12,2014,13100 73A AVE     
Theft from Motor Vehicle,12,2014,13100 99A AVE     
Theft of Motor Vehicle,12,2014,13100 100TH AVE     
Theft from Motor Vehicle,12,2014,13100 COULTHARD RD     
Break and Enter - Residence,12,2014,13100 73A AVE     
Shoplifting,12,2014,13100 104TH AVE     
Shoplifting,12,2014,13100 104TH AVE     
Shoplifting,12,2014,13100 104TH AVE     
Shoplifting,12,2014,13100 104TH AVE     
Shoplifting,12,2014,13100 104TH AVE     
Theft from Motor Vehicle,12,2014,13200 92B AVE     
Break and Enter - Residence,12,2014,13200 62B AVE     
Fatal/Injury Collision,12,2014,13200 62ND AVE     
Theft from Motor Vehicle,12,2014,13200 OLD YALE RD    
Theft from Motor Vehicle,12,2014,13200 81ST AVE     
Break and Enter - Residence,12,2014,13200 KING GEORGE BLVD    
Break and Enter - Business,12,2014,13200 72ND AVE     
Break and Enter - Business,12,2014,13200 72ND AVE     
Theft of Motor Vehicle,12,2014,13200 95A AVE     
Break and Enter - Residence,12,2014,13200 61A AVE     
Theft of Motor Vehicle,12,2014,13200 92B AVE     
Theft of Motor Vehicle,12,2014,13200 99A AVE     
Break and Enter - Residence,12,2014,13200 108TH AVE     
Theft from Motor Vehicle,12,2014,13200 108TH AVE     
Theft of Motor Vehicle,12,2014,13200 108TH AVE     
Theft from Motor Vehicle,12,2014,13200 90TH AVE     
Theft of Motor Vehicle,12,2014,13200 105TH AVE     
Theft from Motor Vehicle,12,2014,13200 90TH AVE     
Theft of Motor Vehicle,12,2014,13200 100A AVE     
Theft from Motor Vehicle,12,2014,13200 92ND AVE     
Theft of Motor Vehicle,12,2014,13200 106A AVE     
Break and Enter - Residence,12,2014,13200 55A AVE     
Fatal/Injury Collision,12,2014,13300 102A AVE     
Theft of Motor Vehicle,12,2014,13300 76TH AVE     
Theft of Motor Vehicle,12,2014,13300 115TH AVE     
Break and Enter - Business,12,2014,13300 78TH AVE     
Theft from Motor Vehicle,12,2014,13300 102A AVE     
Theft of Motor Vehicle,12,2014,13300 102A AVE     
Break and Enter - Residence,12,2014,13300 105TH AVE     
Theft of Motor Vehicle,12,2014,13300 105TH AVE     
Theft of Motor Vehicle,12,2014,13300 102A AVE     
Theft from Motor Vehicle,12,2014,13300 61ST AVE     
Theft from Motor Vehicle,12,2014,13300 58B AVE     
Theft from Motor Vehicle,12,2014,13300 105TH AVE     
Theft of Motor Vehicle,12,2014,13300 105TH AVE     
Theft from Motor Vehicle,12,2014,13300 102A AVE     
Theft from Motor Vehicle,12,2014,13300 95A AVE     
Break and Enter - Residence,12,2014,13300 OLD YALE RD    
Fatal/Injury Collision,12,2014,13300 105A AVE     
Theft from Motor Vehicle,12,2014,13300 79TH AVE     
Theft from Motor Vehicle,12,2014,13300 79TH AVE     
Theft from Motor Vehicle,12,2014,13300 81ST AVE     
Theft from Motor Vehicle,12,2014,13300 84TH AVE     
Theft from Motor Vehicle,12,2014,13300 82B AVE     
Break and Enter - Residence,12,2014,13300 96TH AVE     
Fatal/Injury Collision,12,2014,13300 CRESCENT RD     
Theft of Motor Vehicle,12,2014,13300 104TH AVE     
Theft of Motor Vehicle,12,2014,13300 104TH AVE     
Fatal/Injury Collision,12,2014,13400 108TH AVE     
Theft from Motor Vehicle,12,2014,13400 85TH AVE     
Theft from Motor Vehicle,12,2014,13400 85TH AVE     
Theft from Motor Vehicle,12,2014,13400 61ST AVE     
Theft of Motor Vehicle,12,2014,13400 KING GEORGE BLVD    
Break and Enter - Residence,12,2014,13400 59TH AVE     
Theft of Motor Vehicle,12,2014,13400 102ND AVE     
Shoplifting,12,2014,13400 102ND AVE     
Break and Enter - Business,12,2014,13400 104TH AVE     
Theft of Motor Vehicle,12,2014,13400 111A AVE     
Theft from Motor Vehicle,12,2014,13400 72ND AVE     
Theft of Motor Vehicle,12,2014,13400 58B AVE     
Fatal/Injury Collision,12,2014,13400 72ND AVE     
Theft of Motor Vehicle,12,2014,13400 72ND AVE     
Theft from Motor Vehicle,12,2014,13400 87B AVE     
Theft from Motor Vehicle,12,2014,13400 85TH AVE     
Break and Enter - Residence,12,2014,13400 HILTON RD     
Break and Enter - Residence,12,2014,13400 62A AVE     
Theft of Motor Vehicle,12,2014,13400 71ST AVE     
Theft from Motor Vehicle,12,2014,13400 64A AVE     
Theft from Motor Vehicle,12,2014,13400 90TH AVE     
Break and Enter - Residence,12,2014,13400 80A AVE     
Theft from Motor Vehicle,12,2014,13400 111A AVE     
Fatal/Injury Collision,12,2014,13400 87A AVE     
Theft of Motor Vehicle,12,2014,13500 HILTON RD     
Break and Enter - Residence,12,2014,13500 58TH AVE     
Break and Enter - Business,12,2014,13500 108TH AVE     
Theft from Motor Vehicle,12,2014,13500 84TH AVE     
Break and Enter - Business,12,2014,13500 96TH AVE     
Break and Enter - Business,12,2014,13500 105A AVE     
Theft of Motor Vehicle,12,2014,13500 84TH AVE     
Theft of Motor Vehicle,12,2014,13500 84TH AVE     
Theft from Motor Vehicle,12,2014,13500 78A AVE     
Break and Enter - Residence,12,2014,13500 HILTON RD     
Break and Enter - Residence,12,2014,13500 28TH AVE     
Fatal/Injury Collision,12,2014,13500 73RD AVE     
Fatal/Injury Collision,12,2014,13500 73RD AVE     
Theft of Motor Vehicle,12,2014,13500 102ND AVE     
Theft from Motor Vehicle,12,2014,13500 77TH AVE     
Fatal/Injury Collision,12,2014,13600 64TH AVE     
Theft from Motor Vehicle,12,2014,13600 72ND AVE     
Theft of Motor Vehicle,12,2014,13600 84TH AVE     
Theft from Motor Vehicle,12,2014,13600 72ND AVE     
Theft of Motor Vehicle,12,2014,13600 60TH AVE     
Theft from Motor Vehicle,12,2014,13600 59TH AVE     
Theft from Motor Vehicle,12,2014,13600 84TH AVE     
Shoplifting,12,2014,13600 102ND AVE     
Shoplifting,12,2014,13600 102ND AVE     
Fatal/Injury Collision,12,2014,13600 100TH AVE     
Fatal/Injury Collision,12,2014,13600 100TH AVE     
Fatal/Injury Collision,12,2014,13600 100TH AVE     
Fatal/Injury Collision,12,2014,13600 100TH AVE     
Theft from Motor Vehicle,12,2014,13700 CRESCENT RD     
Theft from Motor Vehicle,12,2014,13700 CRESCENT RD     
Break and Enter - Residence,12,2014,13700 74TH AVE     
Theft from Motor Vehicle,12,2014,13700 72ND AVE     
Theft of Motor Vehicle,12,2014,13700 74TH AVE     
Theft of Motor Vehicle,12,2014,13700 92ND AVE     
Theft from Motor Vehicle,12,2014,13700 96TH AVE     
Theft from Motor Vehicle,12,2014,13700 96TH AVE     
Theft of Motor Vehicle,12,2014,13700 96TH AVE     
Break and Enter - Residence,12,2014,13700 97A AVE     
Theft from Motor Vehicle,12,2014,13700 GROSVENOR RD     
Break and Enter - Residence,12,2014,13700 105TH AVE     
Theft from Motor Vehicle,12,2014,13700 72A AVE     
Theft of Motor Vehicle,12,2014,13700 72A AVE     
Break and Enter - Residence,12,2014,13700 FRANKLIN RD     
Break and Enter - Residence,12,2014,13700 103RD AVE     
Theft of Motor Vehicle,12,2014,13700 101ST AVE     
Break and Enter - Residence,12,2014,13700 101ST AVE     
Fatal/Injury Collision,12,2014,13700 104TH AVE     
Fatal/Injury Collision,12,2014,13700 104TH AVE     
Theft from Motor Vehicle,12,2014,13700 107A AVE     
Theft from Motor Vehicle,12,2014,13700 101A AVE     
Theft from Motor Vehicle,12,2014,13800 65TH AVE     
Break and Enter - Residence,12,2014,13800 65TH AVE     
Theft of Motor Vehicle,12,2014,13800 19A AVE     
Break and Enter - Residence,12,2014,13800 HARPER RD     
Theft of Motor Vehicle,12,2014,13800 103RD AVE     
Theft from Motor Vehicle,12,2014,13800 19A AVE     
Break and Enter - Residence,12,2014,13800 60A AVE     
Theft of Motor Vehicle,12,2014,13800 COWAN RD     
Break and Enter - Residence,12,2014,13800 65A AVE     
Break and Enter - Residence,12,2014,13800 70TH AVE     
Theft from Motor Vehicle,12,2014,13800 77TH AVE     
Theft from Motor Vehicle,12,2014,13800 74TH AVE     
Fatal/Injury Collision,12,2014,13800 74TH AVE     
Fatal/Injury Collision,12,2014,13800 23RD AVE     
Fatal/Injury Collision,12,2014,13800 89A AVE     
Fatal/Injury Collision,12,2014,13800 FRASER HWY     
Theft of Motor Vehicle,12,2014,13800 28A AVE     
Fatal/Injury Collision,12,2014,13800 FRASER HWY     
Break and Enter - Residence,12,2014,13800 58TH AVE     
Break and Enter - Residence,12,2014,13800 58TH AVE     
Break and Enter - Residence,12,2014,13900 102ND AVE     
Theft from Motor Vehicle,12,2014,13900 FRASER HWY     
Break and Enter - Residence,12,2014,13900 104TH AVE     
Theft of Motor Vehicle,12,2014,13900 104TH AVE     
Theft from Motor Vehicle,12,2014,13900 80A AVE     
Theft from Motor Vehicle,12,2014,13900 66TH AVE     
Theft from Motor Vehicle,12,2014,13900 93A AVE     
Theft from Motor Vehicle,12,2014,13900 20A AVE     
Fatal/Injury Collision,12,2014,13900 90TH AVE     
Fatal/Injury Collision,12,2014,13900 GROSVENOR RD     
Theft from Motor Vehicle,12,2014,13900 74TH AVE     
Shoplifting,12,2014,13900 FRASER HWY     
Fatal/Injury Collision,12,2014,14000 BLOCK 104TH AVE    
Break and Enter - Residence,12,2014,14000 60TH AVE     
Theft of Motor Vehicle,12,2014,14000 72ND AVE     
Theft of Motor Vehicle,12,2014,14000 78TH AVE     
Break and Enter - Residence,12,2014,14000 91A AVE     
Theft from Motor Vehicle,12,2014,14000 78TH AVE     
Theft of Motor Vehicle,12,2014,14000 103RD AVE     
Theft from Motor Vehicle,12,2014,14000 NICO WYND PL    
Break and Enter - Residence,12,2014,14000 115A AVE     
Theft from Motor Vehicle,12,2014,14000 115A AVE     
Theft of Motor Vehicle,12,2014,14000 76TH AVE     
Theft from Motor Vehicle,12,2014,14000 86TH AVE     
Break and Enter - Residence,12,2014,14100 114TH AVE     
Theft of Motor Vehicle,12,2014,14100 76TH AVE     
Fatal/Injury Collision,12,2014,14100 CRESCENT RD     
Break and Enter - Residence,12,2014,14100 BEAR CREEK DR    
Theft of Motor Vehicle,12,2014,14100 SUNRIDGE PL     
Theft of Motor Vehicle,12,2014,14100 62A AVE     
Theft of Motor Vehicle,12,2014,14100 78TH AVE     
Break and Enter - Residence,12,2014,14100 88A AVE     
Theft of Motor Vehicle,12,2014,14100 74A AVE     
Theft from Motor Vehicle,12,2014,14100 90TH AVE     
Theft from Motor Vehicle,12,2014,14200 62A AVE     
Theft from Motor Vehicle,12,2014,14200 101A AVE     
Break and Enter - Residence,12,2014,14200 72ND AVE     
Theft from Motor Vehicle,12,2014,14200 100A AVE     
Theft of Motor Vehicle,12,2014,14200 72ND AVE     
Theft from Motor Vehicle,12,2014,14300 90TH AVE     
Theft from Motor Vehicle,12,2014,14300 78TH AVE     
Theft of Motor Vehicle,12,2014,14300 71ST AVE     
Theft from Motor Vehicle,12,2014,14300 77TH AVE     
Theft from Motor Vehicle,12,2014,14300 103RD AVE     
Fatal/Injury Collision,12,2014,14300 57TH AVE     
Fatal/Injury Collision,12,2014,14300 57TH AVE     
Fatal/Injury Collision,12,2014,14300 57TH AVE     
Fatal/Injury Collision,12,2014,14300 57TH AVE     
Break and Enter - Residence,12,2014,14300 104TH AVE     
Break and Enter - Residence,12,2014,14300 60TH AVE     
Theft of Motor Vehicle,12,2014,14300 MELROSE DR     
Break and Enter - Residence,12,2014,14300 103RD AVE     
Theft from Motor Vehicle,12,2014,14300 88TH AVE     
Theft from Motor Vehicle,12,2014,14300 74A AVE     
Theft of Motor Vehicle,12,2014,14300 103RD AVE     
Fatal/Injury Collision,12,2014,14400 108TH AVE     
Shoplifting,12,2014,14400 108TH AVE     
Theft from Motor Vehicle,12,2014,14400 85A AVE     
Break and Enter - Residence,12,2014,14400 80TH AVE     
Theft of Motor Vehicle,12,2014,14400 GLADSTONE DR     
Break and Enter - Residence,12,2014,14400 106A AVE     
Fatal/Injury Collision,12,2014,14400 78TH AVE     
Theft from Motor Vehicle,12,2014,14400 67B AVE     
Break and Enter - Residence,12,2014,14400 104A AVE     
Theft from Motor Vehicle,12,2014,14400 77TH AVE     
Theft of Motor Vehicle,12,2014,14400 80TH AVE     
Theft of Motor Vehicle,12,2014,14500 68TH AVE     
Break and Enter - Business,12,2014,14500 104TH AVE     
Break and Enter - Business,12,2014,14500 104TH AVE     
Break and Enter - Residence,12,2014,14500 78TH AVE     
Theft of Motor Vehicle,12,2014,14500 59TH AVE     
Theft of Motor Vehicle,12,2014,14500 83RD AVE     
Theft of Motor Vehicle,12,2014,14500 108TH AVE     
Break and Enter - Residence,12,2014,14500 82ND AVE     
Theft from Motor Vehicle,12,2014,14500 110TH AVE     
Theft from Motor Vehicle,12,2014,14500 17TH AVE     
Theft of Motor Vehicle,12,2014,14500 116A AVE     
Theft from Motor Vehicle,12,2014,14500 67B AVE     
Fatal/Injury Collision,12,2014,14600 BLOCK FRASER HWY    
Theft from Motor Vehicle,12,2014,14600 67B AVE     
Theft of Motor Vehicle,12,2014,14600 89A AVE     
Theft of Motor Vehicle,12,2014,14600 67B AVE     
Theft of Motor Vehicle,12,2014,14600 67B AVE     
Break and Enter - Residence,12,2014,14600 80A AVE     
Fatal/Injury Collision,12,2014,14600 101ST AVE     
Break and Enter - Business,12,2014,14600 66TH AVE     
Theft from Motor Vehicle,12,2014,14600 72ND AVE     
Theft from Motor Vehicle,12,2014,14600 72ND AVE     
Fatal/Injury Collision,12,2014,14600 72ND AVE     
Shoplifting,12,2014,14600 104TH AVE     
Theft from Motor Vehicle,12,2014,14600 73RD AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Shoplifting,12,2014,14600 104TH AVE     
Fatal/Injury Collision,12,2014,14600 104TH AVE     
Theft of Motor Vehicle,12,2014,14600 76A AVE     
Theft of Motor Vehicle,12,2014,14600 88TH AVE     
Theft from Motor Vehicle,12,2014,14600 73A AVE     
Theft from Motor Vehicle,12,2014,14600 80A AVE     
Theft from Motor Vehicle,12,2014,14600 112TH AVE     
Break and Enter - Residence,12,2014,14600 105A AVE     
Break and Enter - Residence,12,2014,14600 16TH AVE     
Theft from Motor Vehicle,12,2014,14600 ASHFORD PL     
Theft of Motor Vehicle,12,2014,14600 78TH AVE     
Theft of Motor Vehicle,12,2014,14600 78TH AVE     
Theft from Motor Vehicle,12,2014,14700 90TH AVE     
Theft from Motor Vehicle,12,2014,14700 75TH AVE     
Theft from Motor Vehicle,12,2014,14700 67A AVE     
Theft of Motor Vehicle,12,2014,14700 68TH AVE     
Break and Enter - Residence,12,2014,14700 69TH AVE     
